Fighter1,Fighter2,F1 Kd,F2 Kd,F2 Str,F1 Str,F1 Td,F2 Td,F1 Sub,F2 Sub,Weight Class,Finish Type,Finish Attack,Finish Round,Finish Time,Fight Bonus,Perf Bonus,Sub Bonus,Ko Bonus,Title Match,Link,Card Link,F1 Link,F2 Link
Abu Azaitar,Vitor Miranda,0,0,19,48,1,3,0,1,Middleweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/20bbf7e139c73e8d,http://ufcstats.com/event-details/4f732e58ed907eff,http://ufcstats.com/fighter-details/46d0a888d87d91ac,http://ufcstats.com/fighter-details/4bcb6eb12b4ad4aa
Marcin Tybura,Stefan Struve,0,0,31,41,5,0,0,0,Heavyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/8784ae31153178cd,http://ufcstats.com/event-details/4f732e58ed907eff,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,http://ufcstats.com/fighter-details/ebc1f40e00e0c481
Danny Roberts,David Zawada,0,0,33,45,0,2,1,5,Welterweight,S-DEC,,3,5:00,True,False,False,False,False,http://ufcstats.com/fight-details/23e03d226eb7af80,http://ufcstats.com/event-details/4f732e58ed907eff,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9,http://ufcstats.com/fighter-details/3bb2dc8e87b10a46
Nasrat Haqparast,Marc Diakiese,1,0,50,93,0,0,0,0,Lightweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/4f16ef3e707447a0,http://ufcstats.com/event-details/4f732e58ed907eff,http://ufcstats.com/fighter-details/b7b84ccd221be298,http://ufcstats.com/fighter-details/32c355b04fc57f3a
Damir Hadzovic,Nick Hein,1,0,43,71,0,0,0,0,Lightweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/3ce7f58911773a56,http://ufcstats.com/event-details/4f732e58ed907eff,http://ufcstats.com/fighter-details/38c626ca912c7bac,http://ufcstats.com/fighter-details/2816ced060a21be3
Bartosz Fabinski,Emil Meek,0,0,21,35,6,0,0,1,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/e8190df7465ba2df,http://ufcstats.com/event-details/4f732e58ed907eff,http://ufcstats.com/fighter-details/e17ac6410c8377f4,http://ufcstats.com/fighter-details/103b06d8707895a9
Nad Narimani,Khalid Taha,0,0,32,45,6,0,0,0,Featherweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/b71192c8fe23078c,http://ufcstats.com/event-details/4f732e58ed907eff,http://ufcstats.com/fighter-details/776a58a67665a171,http://ufcstats.com/fighter-details/b4537562f88ac582
Aleksandar Rakic,Justin Ledet,1,0,12,104,3,0,0,0,Light Heavyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/afb0d61f22e85d90,http://ufcstats.com/event-details/4f732e58ed907eff,http://ufcstats.com/fighter-details/333b9e5c723ac873,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430
Manny Bermudez,Davey Grant,1,0,4,3,0,0,2,0,Bantamweight,SUB,Triangle Choke,1,0:59,False,True,False,False,False,http://ufcstats.com/fight-details/110a49a43aafe044,http://ufcstats.com/event-details/4f732e58ed907eff,http://ufcstats.com/fighter-details/2dc1bc1a02961656,http://ufcstats.com/fighter-details/113df4fde64735c6
Darko Stosic,Jeremy Kimball,0,0,4,9,0,0,0,0,Light Heavyweight,KO/TKO,Elbows,1,3:13,False,False,False,False,False,http://ufcstats.com/fight-details/981ed463bf5d91a8,http://ufcstats.com/event-details/4f732e58ed907eff,http://ufcstats.com/fighter-details/025f0b1b58fbad01,http://ufcstats.com/fighter-details/917a5cb9821df261
Pingyuan Liu,Damian Stasiak,0,0,24,32,1,3,2,0,Bantamweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/43af04881587abbc,http://ufcstats.com/event-details/4f732e58ed907eff,http://ufcstats.com/fighter-details/31bbd39c0a075d4e,http://ufcstats.com/fighter-details/42a7e90605df3c8a
Junior Dos Santos,Blagoy Ivanov,0,0,51,110,0,0,0,0,Heavyweight,U-DEC,,5,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/35ebaf80f8730b14,http://ufcstats.com/event-details/b45d6b73f4ca4467,http://ufcstats.com/fighter-details/63def5a5662a6917,http://ufcstats.com/fighter-details/1788eee370f077b7
Sage Northcutt,Zak Ottow,1,1,6,24,1,1,1,1,Welterweight,KO/TKO,Punch,2,3:13,False,False,False,False,False,http://ufcstats.com/fight-details/543de77637ad2a20,http://ufcstats.com/event-details/b45d6b73f4ca4467,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c,http://ufcstats.com/fighter-details/47cd337b86b1af92
Ricky Glenn,Dennis Bermudez,0,0,42,48,0,6,1,0,Featherweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/786296db3c4749f1,http://ufcstats.com/event-details/b45d6b73f4ca4467,http://ufcstats.com/fighter-details/814ff3018127e8fc,http://ufcstats.com/fighter-details/6f242453c91a5af0
Niko Price,Randy Brown,0,0,13,12,1,1,0,0,Welterweight,KO/TKO,Punch,2,1:09,False,True,False,False,False,http://ufcstats.com/fight-details/a3dd2249d046cf9d,http://ufcstats.com/event-details/b45d6b73f4ca4467,http://ufcstats.com/fighter-details/d8da10db80131bec,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Chad Mendes,Myles Jury,1,0,3,17,0,0,0,0,Featherweight,KO/TKO,Punch,1,2:52,False,True,False,False,False,http://ufcstats.com/fight-details/c3939438ae7934df,http://ufcstats.com/event-details/b45d6b73f4ca4467,http://ufcstats.com/fighter-details/b5b684eac99ae0a3,http://ufcstats.com/fighter-details/08e908ed6d18d6a0
Cat Zingano,Marion Reneau,0,0,14,33,6,0,0,0,Women's Bantamweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/691c0d2f30e4de5a,http://ufcstats.com/event-details/b45d6b73f4ca4467,http://ufcstats.com/fighter-details/3ecd936bd8814108,http://ufcstats.com/fighter-details/c7d297714d9ab1a4
Alejandro Perez,Eddie Wineland,0,0,48,53,0,0,0,0,Bantamweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/b25eacaca1499e30,http://ufcstats.com/event-details/b45d6b73f4ca4467,http://ufcstats.com/fighter-details/80daefbed11ce998,http://ufcstats.com/fighter-details/fc9a9559a05f2704
Alexander Volkanovski,Darren Elkins,2,0,82,100,2,1,3,0,Featherweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/67018331e90a9949,http://ufcstats.com/event-details/b45d6b73f4ca4467,http://ufcstats.com/fighter-details/e1248941344b3288,http://ufcstats.com/fighter-details/92a9aa9c93192871
Said Nurmagomedov,Justin Scoggins,0,0,32,65,1,0,0,0,Flyweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/48d21357134ca51a,http://ufcstats.com/event-details/b45d6b73f4ca4467,http://ufcstats.com/fighter-details/0fd5f4b838e890cc,http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b
Raoni Barcelos,Kurt Holobaugh,1,0,102,82,3,1,0,0,Featherweight,KO/TKO,Punch,3,1:29,True,False,False,False,False,http://ufcstats.com/fight-details/66ba984cc547e31a,http://ufcstats.com/event-details/b45d6b73f4ca4467,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,http://ufcstats.com/fighter-details/a7151778b3381036
Liz Carmouche,Jennifer Maia,0,0,42,53,3,0,0,0,Women's Flyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/cda0d9b5ce9b9c12,http://ufcstats.com/event-details/b45d6b73f4ca4467,http://ufcstats.com/fighter-details/51a0c09cbe9b8472,http://ufcstats.com/fighter-details/8e1f36476ef02a6a
Mark De La Rosa,Elias Garcia,0,0,19,25,2,0,1,0,Flyweight,SUB,Rear Naked Choke,2,2:00,False,False,False,False,False,http://ufcstats.com/fight-details/c1677875a80c2584,http://ufcstats.com/event-details/b45d6b73f4ca4467,http://ufcstats.com/fighter-details/f57dd0bfa8c17813,http://ufcstats.com/fighter-details/ac5a7400da3a9a41
Jessica Aguilar,Jodie Esquibel,0,0,81,128,0,0,0,0,Women's Strawweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/7fe2b6a9fc4748fa,http://ufcstats.com/event-details/b45d6b73f4ca4467,http://ufcstats.com/fighter-details/8f382b3baa954d2a,http://ufcstats.com/fighter-details/411539901068522f
Daniel Cormier,Stipe Miocic,1,0,24,25,0,1,0,0,Heavyweight,KO/TKO,Punches,1,4:33,False,True,False,False,True,http://ufcstats.com/fight-details/fccedc456048216b,http://ufcstats.com/event-details/35585d970300d45a,http://ufcstats.com/fighter-details/d967f0128c323de6,http://ufcstats.com/fighter-details/d28dee5c705991df
Derrick Lewis,Francis Ngannou,0,0,11,20,0,0,0,0,Heavyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/9bd9a8127b55fbf7,http://ufcstats.com/event-details/35585d970300d45a,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,http://ufcstats.com/fighter-details/8d03ce87ca14e778
Mike Perry,Paul Felder,0,0,56,62,2,0,0,0,Welterweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/7a3947a0e7bc3558,http://ufcstats.com/event-details/35585d970300d45a,http://ufcstats.com/fighter-details/f2b6fdb20675b11c,http://ufcstats.com/fighter-details/e5010b1b94ca5755
Anthony Pettis,Michael Chiesa,0,0,12,9,0,2,2,0,Lightweight,SUB,Triangle Choke,2,0:52,False,True,False,False,False,http://ufcstats.com/fight-details/d3f26e0fbf694375,http://ufcstats.com/event-details/35585d970300d45a,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc,http://ufcstats.com/fighter-details/c58f51dedb310998
Khalil Rountree Jr.,Gokhan Saki,1,0,5,9,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,1:36,False,True,False,False,False,http://ufcstats.com/fight-details/55bd050afe169b34,http://ufcstats.com/event-details/35585d970300d45a,http://ufcstats.com/fighter-details/749f572d1d3161fb,http://ufcstats.com/fighter-details/4690d47bf725fd98
Paulo Costa,Uriah Hall,1,0,58,75,0,0,0,0,Middleweight,KO/TKO,Punches,2,2:38,False,True,False,False,False,http://ufcstats.com/fight-details/c9e4aa12aaa7309e,http://ufcstats.com/event-details/35585d970300d45a,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,http://ufcstats.com/fighter-details/65578a75fa7900e3
Raphael Assuncao,Rob Font,0,0,20,54,2,0,0,0,Bantamweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/148c26038e80465b,http://ufcstats.com/event-details/35585d970300d45a,http://ufcstats.com/fighter-details/2f13e4020cea5b38,http://ufcstats.com/fighter-details/05339613bf8e9808
Drakkar Klose,Lando Vannata,0,0,50,55,1,1,0,0,Lightweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/2817a6f9e09eb15f,http://ufcstats.com/event-details/35585d970300d45a,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,http://ufcstats.com/fighter-details/f9b200db02b488d9
Curtis Millender,Max Griffin,0,0,44,38,1,1,0,0,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/9589b41c4637b057,http://ufcstats.com/event-details/35585d970300d45a,http://ufcstats.com/fighter-details/f1928a52590c5532,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d
Dan Hooker,Gilbert Burns,2,0,13,22,0,0,1,0,Lightweight,KO/TKO,Punches,1,2:28,False,False,False,False,False,http://ufcstats.com/fight-details/bd97a96ac8203457,http://ufcstats.com/event-details/35585d970300d45a,http://ufcstats.com/fighter-details/193b9d1858bc4df3,http://ufcstats.com/fighter-details/23024fdfc966410a
Emily Whitmire,Jamie Moyle,0,0,50,53,1,0,0,0,Women's Strawweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/c931097a857ed60c,http://ufcstats.com/event-details/35585d970300d45a,http://ufcstats.com/fighter-details/b3d21b2610dcfaeb,http://ufcstats.com/fighter-details/882d62561063a927
Israel Adesanya,Brad Tavares,0,0,40,119,0,1,1,0,Middleweight,U-DEC,,5,5:00,False,True,False,False,False,http://ufcstats.com/fight-details/247f9e56965a1c07,http://ufcstats.com/event-details/8215e4fe24e8e81b,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,http://ufcstats.com/fighter-details/0c6d9ea8306c029e
Michael Trizano,Joe Giannetti,0,0,29,42,0,1,1,0,Lightweight,S-DEC,,3,5:00,False,False,False,False,True,http://ufcstats.com/fight-details/1d8e2e8e3bd28cad,http://ufcstats.com/event-details/8215e4fe24e8e81b,http://ufcstats.com/fighter-details/5bf31a46becc1204,http://ufcstats.com/fighter-details/946db8a378903cc3
Brad Katona,Jay Cucciniello,0,0,14,71,2,0,0,0,Featherweight,U-DEC,,3,5:00,False,False,False,False,True,http://ufcstats.com/fight-details/1901d27ea35ae733,http://ufcstats.com/event-details/8215e4fe24e8e81b,http://ufcstats.com/fighter-details/7b433309b0fd12aa,http://ufcstats.com/fighter-details/683ea28a198936fe
Alex Caceres,Martin Bravo,0,0,78,82,0,3,0,0,Featherweight,S-DEC,,3,5:00,True,False,False,False,False,http://ufcstats.com/fight-details/674f3fa16e717ff1,http://ufcstats.com/event-details/8215e4fe24e8e81b,http://ufcstats.com/fighter-details/7aa3d6964eff4877,http://ufcstats.com/fighter-details/9c44f290f5726d95
Roxanne Modafferi,Barb Honchak,0,0,24,51,1,0,0,0,Women's Flyweight,KO/TKO,Elbows,2,3:32,False,False,False,False,False,http://ufcstats.com/fight-details/7c2b219fe208c565,http://ufcstats.com/event-details/8215e4fe24e8e81b,http://ufcstats.com/fighter-details/4498b382c65a7faa,http://ufcstats.com/fighter-details/472f6f6e6d962f40
Alessio Di Chirico,Julian Marquez,0,0,47,50,4,0,0,2,Middleweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/760b90b0805e0fbf,http://ufcstats.com/event-details/8215e4fe24e8e81b,http://ufcstats.com/fighter-details/77d7295d1b22c694,http://ufcstats.com/fighter-details/d0e1b42d41dab603
Montana De La Rosa,Rachael Ostovich,0,0,40,56,0,0,1,1,Women's Flyweight,SUB,Rear Naked Choke,3,4:21,False,False,False,False,False,http://ufcstats.com/fight-details/b3caae587e956f54,http://ufcstats.com/event-details/8215e4fe24e8e81b,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3,http://ufcstats.com/fighter-details/01784fbc27c68b14
Luis Pena,Richie Smullen,1,0,7,8,1,2,1,0,Lightweight,SUB,Guillotine Choke,1,3:32,False,True,False,False,False,http://ufcstats.com/fight-details/4caa0dcdaa253612,http://ufcstats.com/event-details/8215e4fe24e8e81b,http://ufcstats.com/fighter-details/2844b047183a1adb,http://ufcstats.com/fighter-details/f75c5ca0d91b9115
John Gunther,Allan Zuniga,0,0,59,27,8,0,0,1,Lightweight,M-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/9fc03704a10977b3,http://ufcstats.com/event-details/8215e4fe24e8e81b,http://ufcstats.com/fighter-details/3956bdc8ab2e54b3,http://ufcstats.com/fighter-details/523af801b3429015
Bryce Mitchell,Tyler Diamond,0,0,51,38,3,3,1,0,Featherweight,M-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/ca3963b76a38c408,http://ufcstats.com/event-details/8215e4fe24e8e81b,http://ufcstats.com/fighter-details/d9c6f19f958643e9,http://ufcstats.com/fighter-details/f5f6419c5f00abad
Steven Peterson,Matt Bessette,0,0,57,74,2,0,1,0,Featherweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/4d549f33c0711a7a,http://ufcstats.com/event-details/8215e4fe24e8e81b,http://ufcstats.com/fighter-details/b93c06d09d1c4ac0,http://ufcstats.com/fighter-details/0b8d512c79b4baf3
Gerald Meerschaert,Oskar Piechota,0,1,23,51,3,1,2,2,Middleweight,SUB,Rear Naked Choke,2,4:55,False,False,False,False,False,http://ufcstats.com/fight-details/363b72bf7f75091c,http://ufcstats.com/event-details/8215e4fe24e8e81b,http://ufcstats.com/fighter-details/6ac9bc2953c47345,http://ufcstats.com/fighter-details/1cf7ccf64a5bf24e
Leon Edwards,Donald Cerrone,0,0,60,84,0,1,0,0,Welterweight,U-DEC,,5,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/28c70663b99560a8,http://ufcstats.com/event-details/ac5f67109accb482,http://ufcstats.com/fighter-details/f1fac969a1d70b08,http://ufcstats.com/fighter-details/1d00756835ca67c9
Ovince Saint Preux,Tyson Pedro,0,1,9,7,0,0,1,1,Light Heavyweight,SUB,Armbar,1,2:54,False,True,False,False,False,http://ufcstats.com/fight-details/bb4755924dfafaea,http://ufcstats.com/event-details/ac5f67109accb482,http://ufcstats.com/fighter-details/50db8711c70196cd,http://ufcstats.com/fighter-details/49e96ff8ab781589
Jessica Eye,Jessica-Rose Clark,0,0,51,67,1,0,0,0,Women's Flyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/2242e7df6f320ea6,http://ufcstats.com/event-details/ac5f67109accb482,http://ufcstats.com/fighter-details/f72465a784c1b084,http://ufcstats.com/fighter-details/6c8072b61c276e67
Li Jingliang,Daichi Abe,0,0,45,96,0,0,0,0,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/484c48d3723e72cd,http://ufcstats.com/event-details/ac5f67109accb482,http://ufcstats.com/fighter-details/e64b96c07d7ce999,http://ufcstats.com/fighter-details/5140122c3eecd307
Petr Yan,Teruto Ishihara,2,0,11,25,0,0,0,0,Bantamweight,KO/TKO,Punch,1,3:28,False,False,False,False,False,http://ufcstats.com/fight-details/8167bd097a16062f,http://ufcstats.com/event-details/ac5f67109accb482,http://ufcstats.com/fighter-details/d661ce4da776fc20,http://ufcstats.com/fighter-details/88cd34d836b4ebcd
Song Yadong,Felipe Arantes,1,0,8,39,1,0,1,0,Bantamweight,KO/TKO,Elbow,2,4:59,False,True,False,False,False,http://ufcstats.com/fight-details/c5c5f678558a0ba2,http://ufcstats.com/event-details/ac5f67109accb482,http://ufcstats.com/fighter-details/efb96bf3e9ada36f,http://ufcstats.com/fighter-details/71002dbc1743b9a7
Shane Young,Rolando Dy,0,0,57,104,1,0,0,0,Featherweight,KO/TKO,Elbow,2,4:40,True,False,False,False,False,http://ufcstats.com/fight-details/bb7408d59b7279f7,http://ufcstats.com/event-details/ac5f67109accb482,http://ufcstats.com/fighter-details/4cd8b03aee1d0138,http://ufcstats.com/fighter-details/55ed59d541f8b90c
Song Kenan,Hector Aldana,1,0,39,32,0,2,0,0,Welterweight,KO/TKO,Punch,2,4:45,False,False,False,False,False,http://ufcstats.com/fight-details/b125025990755616,http://ufcstats.com/event-details/ac5f67109accb482,http://ufcstats.com/fighter-details/32490e80ddab1e5a,http://ufcstats.com/fighter-details/c487223b0289bda9
Jake Matthews,Shinsho Anzai,0,0,1,12,1,0,1,0,Welterweight,SUB,Rear Naked Choke,1,2:44,False,False,False,False,False,http://ufcstats.com/fight-details/ab6cd718c5459eeb,http://ufcstats.com/event-details/ac5f67109accb482,http://ufcstats.com/fighter-details/a845f0735bc67405,http://ufcstats.com/fighter-details/4665f9f909cd7214
Yan Xiaonan,Viviane Pereira,0,0,44,71,0,0,0,0,Women's Strawweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/d80b0bea0e260b95,http://ufcstats.com/event-details/ac5f67109accb482,http://ufcstats.com/fighter-details/c41d426cc7326d1b,http://ufcstats.com/fighter-details/d50382dc0565a9e1
Matt Schnell,Naoki Inoue,0,0,48,71,0,0,0,0,Flyweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/d5176b45df32f67e,http://ufcstats.com/event-details/ac5f67109accb482,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,http://ufcstats.com/fighter-details/199eb7cf6ae90294
Yuta Sasaki,Jenel Lausa,0,0,7,25,5,0,1,0,Flyweight,SUB,Rear Naked Choke,2,4:04,False,False,False,False,False,http://ufcstats.com/fight-details/26582aa0b79d2f20,http://ufcstats.com/event-details/ac5f67109accb482,http://ufcstats.com/fighter-details/7c3c48cf54a2848e,http://ufcstats.com/fighter-details/ec664422b22d9787
Ji Yeon Kim,Melinda Fabian,0,0,72,73,0,0,0,0,Women's Flyweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/3d12c63c47828937,http://ufcstats.com/event-details/ac5f67109accb482,http://ufcstats.com/fighter-details/a20f234df70f2182,http://ufcstats.com/fighter-details/8c020156779f7888
Robert Whittaker,Yoel Romero,0,2,111,128,0,3,0,0,Middleweight,S-DEC,,5,5:00,True,False,False,False,False,http://ufcstats.com/fight-details/5a09fd7cb3db9705,http://ufcstats.com/event-details/2eae41f61776c60f,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,http://ufcstats.com/fighter-details/f77c68bb4be8516d
Colby Covington,Rafael Dos Anjos,0,0,105,99,7,3,0,0,Welterweight,U-DEC,,5,5:00,False,False,False,False,True,http://ufcstats.com/fight-details/eb6f80ccaf2a3dbc,http://ufcstats.com/event-details/2eae41f61776c60f,http://ufcstats.com/fighter-details/dc9572dd6ec74859,http://ufcstats.com/fighter-details/6a2f7c151031653d
Holly Holm,Megan Anderson,0,0,26,47,4,0,1,0,Women's Featherweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/051124b25d576906,http://ufcstats.com/event-details/2eae41f61776c60f,http://ufcstats.com/fighter-details/634e2fb70bde3fd5,http://ufcstats.com/fighter-details/a0e75f4a13eb73f1
Tai Tuivasa,Andrei Arlovski,1,0,51,54,0,0,0,0,Heavyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/319b09306094259b,http://ufcstats.com/event-details/2eae41f61776c60f,http://ufcstats.com/fighter-details/c62fbc117d57b943,http://ufcstats.com/fighter-details/3738e68d2261e60f
CM Punk,Mike Jackson,0,0,64,19,1,1,0,0,Welterweight,Overturned,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/64756e0f4b305da8,http://ufcstats.com/event-details/2eae41f61776c60f,http://ufcstats.com/fighter-details/a8c9d16fe2a14d72,http://ufcstats.com/fighter-details/0641c21bec209472
Curtis Blaydes,Alistair Overeem,0,0,7,37,4,0,0,2,Heavyweight,KO/TKO,Elbows,3,2:56,False,True,False,False,False,http://ufcstats.com/fight-details/7fd0f7b3866b2c75,http://ufcstats.com/event-details/2eae41f61776c60f,http://ufcstats.com/fighter-details/fa6796c55d6c5440,http://ufcstats.com/fighter-details/b4ad3a06ee4d660c
Claudia Gadelha,Carla Esparza,0,0,43,26,4,2,1,0,Women's Strawweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/c3425412e4f2f486,http://ufcstats.com/event-details/2eae41f61776c60f,http://ufcstats.com/fighter-details/ec34349e7dffcde7,http://ufcstats.com/fighter-details/d910665038efc639
Mirsad Bektic,Ricardo Lamas,0,0,34,31,2,0,0,2,Featherweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/32990cbf8976d94b,http://ufcstats.com/event-details/2eae41f61776c60f,http://ufcstats.com/fighter-details/cbd3e590a85b18c5,http://ufcstats.com/fighter-details/3974fa35c917af1d
Chris de la Rocha,Rashad Coulter,0,0,30,40,3,0,2,0,Heavyweight,KO/TKO,Punches,2,3:53,False,False,False,False,False,http://ufcstats.com/fight-details/140e810f952714ea,http://ufcstats.com/event-details/2eae41f61776c60f,http://ufcstats.com/fighter-details/e51ee8ded927fc51,http://ufcstats.com/fighter-details/d1528ac5675558b1
Anthony Smith,Rashad Evans,1,0,1,6,0,0,0,0,Light Heavyweight,KO/TKO,Knee,1,0:53,False,False,False,False,False,http://ufcstats.com/fight-details/8f9b16f170dbdbb6,http://ufcstats.com/event-details/2eae41f61776c60f,http://ufcstats.com/fighter-details/d4c9dcd330403612,http://ufcstats.com/fighter-details/ee779c43a8926d52
Sergio Pettis,Joseph Benavidez,0,0,59,74,0,2,0,0,Flyweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/5e2f2f5d9a756de9,http://ufcstats.com/event-details/2eae41f61776c60f,http://ufcstats.com/fighter-details/de75d1c45a39e221,http://ufcstats.com/fighter-details/80eacd4da0617c57
Charles Oliveira,Clay Guida,0,0,9,14,0,0,1,0,Lightweight,SUB,Guillotine Choke,1,2:18,False,True,False,False,False,http://ufcstats.com/fight-details/e82d734674ce4d46,http://ufcstats.com/event-details/2eae41f61776c60f,http://ufcstats.com/fighter-details/07225ba28ae309b6,http://ufcstats.com/fighter-details/c47df9303d318c67
Dan Ige,Mike Santiago,0,0,0,25,1,0,0,0,Featherweight,KO/TKO,Punches,1,0:50,False,False,False,False,False,http://ufcstats.com/fight-details/d3f5854d16fc31f9,http://ufcstats.com/event-details/2eae41f61776c60f,http://ufcstats.com/fighter-details/82a5152216251682,http://ufcstats.com/fighter-details/bc656db347f31e19
Marlon Moraes,Jimmie Rivera,1,0,0,7,0,0,0,0,Bantamweight,KO/TKO,Kick,1,0:33,False,True,False,False,False,http://ufcstats.com/fight-details/69b147aaaafeb47d,http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fighter-details/fea79f9bc8c68769,http://ufcstats.com/fighter-details/9c907996820d2d69
Gregor Gillespie,Vinc Pichel,0,0,7,13,7,0,2,0,Lightweight,SUB,Arm Triangle,2,4:06,False,True,False,False,False,http://ufcstats.com/fight-details/921a8db065cd8cc5,http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fighter-details/84ff027394f7e470,http://ufcstats.com/fighter-details/c77a953488e5607d
Walt Harris,Daniel Spitz,1,0,17,29,0,0,0,0,Heavyweight,KO/TKO,Punches,2,4:59,False,False,False,False,False,http://ufcstats.com/fight-details/f43f9861e73739c8,http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fighter-details/03f982ca3735070c,http://ufcstats.com/fighter-details/f86cb5f25d545e0e
Ben Saunders,Jake Ellenberger,1,0,5,10,0,0,0,0,Welterweight,KO/TKO,Knee,1,1:56,False,True,False,False,False,http://ufcstats.com/fight-details/b7c7707ccea492c7,http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fighter-details/484acc7b0f856ce9,http://ufcstats.com/fighter-details/d81ac739417d7f53
Julio Arce,Daniel Teymur,0,0,37,63,0,0,1,0,Featherweight,SUB,Rear Naked Choke,3,2:55,False,False,False,False,False,http://ufcstats.com/fight-details/9cb4196446f3ce79,http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fighter-details/1291edf2d566a71a,http://ufcstats.com/fighter-details/fbf0537e420e698e
Sam Alvey,Gian Villante,1,0,50,53,0,0,0,0,Light Heavyweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/194d73490eb731c6,http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fighter-details/d156513a19acf856,http://ufcstats.com/fighter-details/fcd448a2fe1a23cc
Sijara Eubanks,Lauren Murphy,0,0,49,75,2,0,0,0,Women's Flyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/9fb0a4e18ddcd14c,http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fighter-details/4234f0097c83fa62,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97
