Fighter1,Fighter2,F1 Kd,F2 Kd,F2 Str,F1 Str,F1 Td,F2 Td,F1 Sub,F2 Sub,Weight Class,Finish Type,Finish Attack,Finish Round,Finish Time,Fight Bonus,Perf Bonus,Sub Bonus,Ko Bonus,Title Match,Link,Card Link,F1 Link,F2 Link
David Teymur,Nik Lentz,0,0,61,67,0,0,0,0,Lightweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/a25633b1494f1360,http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fighter-details/2747c60e42d9d75f,http://ufcstats.com/fighter-details/6fb1ba67bef41b37
Belal Muhammad,Chance Rencountre,0,0,16,70,3,0,1,0,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/026c4a26106cc158,http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fighter-details/b1b0729d27936f2f,http://ufcstats.com/fighter-details/1ddb480b601cefb1
Desmond Green,Gleison Tibau,0,0,28,77,0,0,0,0,Lightweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/19fc916df1f0e6ff,http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fighter-details/f046d724d2a84ac5,http://ufcstats.com/fighter-details/75e5fec9f72910ef
Nathaniel Wood,Johnny Eduardo,0,0,37,33,0,0,1,0,Bantamweight,SUB,D'Arce Choke,2,2:18,False,True,False,False,False,http://ufcstats.com/fight-details/4b155647201d549e,http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fighter-details/329e403448756217,http://ufcstats.com/fighter-details/528c24b99fbaab79
Jose Torres,Jarred Brooks,0,0,31,22,1,2,0,0,Flyweight,KO/TKO,Punches,2,2:55,False,False,False,False,False,http://ufcstats.com/fight-details/7969abc596485189,http://ufcstats.com/event-details/d29b5c4f22c6357d,http://ufcstats.com/fighter-details/d2036f31c035e0d1,http://ufcstats.com/fighter-details/81d9df19e255b8b6
Darren Till,Stephen Thompson,1,0,30,38,0,0,0,0,Welterweight,U-DEC,,5,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/cd117bfce747184f,http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fighter-details/9ce6d5a03af801b7,http://ufcstats.com/fighter-details/4a28cb716c19157a
Neil Magny,Craig White,1,0,6,18,0,0,0,0,Welterweight,KO/TKO,Knee,1,4:32,False,False,False,False,False,http://ufcstats.com/fight-details/426ca5caeb857f1e,http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,http://ufcstats.com/fighter-details/3dd949593346dbc3
Arnold Allen,Mads Burnell,0,0,20,29,0,6,1,0,Featherweight,SUB,Guillotine Choke,3,2:41,False,True,False,False,False,http://ufcstats.com/fight-details/f6efb09c01e4cac6,http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fighter-details/040a74bb0a465c54,http://ufcstats.com/fighter-details/69f01b25dfabaf6b
Makwan Amirkhani,Jason Knight,0,2,29,27,3,0,0,1,Featherweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/52565f62fb3822db,http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fighter-details/87a1dc546b1c5caf,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db
Claudio Silva,Nordine Taleb,0,0,6,18,1,1,1,0,Welterweight,SUB,Rear Naked Choke,1,4:31,False,True,False,False,False,http://ufcstats.com/fight-details/9dcf8ce308eaa050,http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fighter-details/6f7c616b98e18c29,http://ufcstats.com/fighter-details/49858bf46dabf6fb
Darren Stewart,Eric Spicely,1,0,15,34,0,0,0,0,Middleweight,KO/TKO,Punch,2,1:47,False,True,False,False,False,http://ufcstats.com/fight-details/20b5de395c0f1375,http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,http://ufcstats.com/fighter-details/b9664eae2ac75262
Tom Breese,Daniel Kelly,1,0,6,23,0,0,0,0,Middleweight,KO/TKO,Punch,1,3:33,False,True,False,False,False,http://ufcstats.com/fight-details/8b1dc96a00a8e881,http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fighter-details/1588b787bda7b540,http://ufcstats.com/fighter-details/bdcbb976816fd256
Lina Lansberg,Gina Mazany,0,0,38,40,1,2,0,0,Women's Bantamweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/b3096e8dd4e90718,http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff,http://ufcstats.com/fighter-details/016a8d958883167c
Carlo Pedersoli Jr.,Brad Scott,0,1,58,67,3,0,0,0,Welterweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/3e9ddcd30fdc5d85,http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fighter-details/198994b47f395af0,http://ufcstats.com/fighter-details/34e552520a934063
Gillian Robertson,Molly McCann,0,0,10,17,2,0,1,0,Women's Flyweight,SUB,Rear Naked Choke,2,2:05,False,False,False,False,False,http://ufcstats.com/fight-details/326c3eaa1e9e3dc4,http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fighter-details/38c7f72747f4f712,http://ufcstats.com/fighter-details/51018a31ddf31eb2
Elias Theodorou,Trevor Smith,0,0,41,77,0,3,0,0,Middleweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/f71d46f804307bd2,http://ufcstats.com/event-details/f5990c11974d8e9c,http://ufcstats.com/fighter-details/34f88592c0ab7a54,http://ufcstats.com/fighter-details/f797f0c57a83353e
Kamaru Usman,Demian Maia,1,0,27,66,0,0,0,0,Welterweight,U-DEC,,5,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/47f42aa7cf851a29,http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,http://ufcstats.com/fighter-details/427b5953ac8e3a27
Tatiana Suarez,Alexa Grasso,0,0,6,2,2,0,1,0,Women's Strawweight,SUB,Rear Naked Choke,1,2:44,False,False,False,False,False,http://ufcstats.com/fight-details/24f2d2dd9fea5d79,http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fighter-details/b08012bbe542592a,http://ufcstats.com/fighter-details/e8b731feff72294b
Dominick Reyes,Jared Cannonier,1,0,6,20,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,2:55,False,False,False,False,False,http://ufcstats.com/fight-details/1290d7eb0fefd3f3,http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fighter-details/2e19380f34871c6a,http://ufcstats.com/fighter-details/13a0275fa13c4d26
Guido Cannetti,Diego Rivas,0,0,22,25,1,2,1,1,Bantamweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/db8887f2085f7971,http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fighter-details/d05412b513b19621,http://ufcstats.com/fighter-details/09f579be4520394a
Andrea Lee,Veronica Macedo,0,0,24,56,3,1,2,1,Women's Flyweight,U-DEC,,3,5:00,True,False,False,False,False,http://ufcstats.com/fight-details/6222cdc86b12d251,http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fighter-details/05fa626cb33d15b8,http://ufcstats.com/fighter-details/4798e823ada58fe9
Vicente Luque,Chad Laprise,1,0,13,14,0,0,0,0,Welterweight,KO/TKO,Punch,1,4:16,False,False,False,False,False,http://ufcstats.com/fight-details/47c140debc977214,http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fighter-details/6d4b63c767106d3a,http://ufcstats.com/fighter-details/c03a5022f8439f2a
Michel Prazeres,Zak Cummings,0,0,28,30,3,0,0,0,Welterweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/df0d4130944776d9,http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fighter-details/e51fcd9cd84c0b93,http://ufcstats.com/fighter-details/4ba8d454f762005d
Alexandre Pantoja,Brandon Moreno,0,0,45,79,0,2,0,0,Flyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/49b47b5b5f15c7c0,http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fighter-details/a0f0004aadf10b71,http://ufcstats.com/fighter-details/792be9a24df82ed6
Poliana Botelho,Syuri Kondo,1,0,2,9,0,0,0,0,Women's Strawweight,KO/TKO,Kick,1,0:33,False,False,False,False,False,http://ufcstats.com/fight-details/c571ac76ca45c1cb,http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fighter-details/5c126c6aac3ef364,http://ufcstats.com/fighter-details/a851c35f58199231
Gabriel Benitez,Humberto Bandenay,1,0,2,9,1,0,0,1,Featherweight,KO/TKO,Slam,1,0:39,False,True,False,False,False,http://ufcstats.com/fight-details/79c22394d9c2144d,http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fighter-details/436f970c9ea9169c,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
Enrique Barzola,Brandon Davis,0,0,29,51,10,0,1,0,Featherweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/53febf2fb416f9de,http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fighter-details/be0b310a12eb80b4,http://ufcstats.com/fighter-details/cc351e408bbb7d43
Frankie Saenz,Henry Briones,1,0,44,66,4,0,0,1,Bantamweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/e6fdf9e67f84a0e0,http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fighter-details/9ba2226646046b63,http://ufcstats.com/fighter-details/01fcef7e3d051722
Claudio Puelles,Felipe Silva,0,1,70,16,2,1,1,0,Lightweight,SUB,Kneebar,3,2:23,False,True,False,False,False,http://ufcstats.com/fight-details/866b2c2e354aa27b,http://ufcstats.com/event-details/3144121470023e9a,http://ufcstats.com/fighter-details/d747eb273a40a920,http://ufcstats.com/fighter-details/1b38a2b897f6209c
Amanda Nunes,Raquel Pennington,0,0,64,124,3,1,0,0,Women's Bantamweight,KO/TKO,Punches,5,2:36,False,False,False,False,True,http://ufcstats.com/fight-details/3454f5c7203467aa,http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fighter-details/80fa8218c99f9c58,http://ufcstats.com/fighter-details/fc169c387b4b465d
Kelvin Gastelum,Jacare Souza,1,0,64,53,0,1,0,1,Middleweight,S-DEC,,3,5:00,True,False,False,False,False,http://ufcstats.com/fight-details/d86e31793564cd31,http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fighter-details/8c0580d4fff106c1,http://ufcstats.com/fighter-details/7a703c565ccaa18f
Mackenzie Dern,Amanda Cooper,1,0,6,15,0,0,1,0,Women's Strawweight,SUB,Rear Naked Choke,1,2:27,False,False,False,False,False,http://ufcstats.com/fight-details/7ec70261afdecda8,http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fighter-details/7447e9f28508106a,http://ufcstats.com/fighter-details/d4a31850a7457f1b
John Lineker,Brian Kelleher,2,0,50,102,0,1,1,0,Bantamweight,KO/TKO,Punch,3,3:43,False,False,False,False,False,http://ufcstats.com/fight-details/b152646345037056,http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fighter-details/c268b2cfebccf652,http://ufcstats.com/fighter-details/7be14eaed4c74856
Lyoto Machida,Vitor Belfort,1,0,2,11,0,0,0,0,Middleweight,KO/TKO,Kick,2,1:00,False,True,False,False,False,http://ufcstats.com/fight-details/7072a324a82c4297,http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6,http://ufcstats.com/fighter-details/0ee783aa00e468f0
Cezar Ferreira,Karl Roberson,0,0,4,5,2,0,1,0,Middleweight,SUB,Arm Triangle,1,4:45,False,False,False,False,False,http://ufcstats.com/fight-details/c8fdd3f7178fbfa4,http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fighter-details/dbc17725b887860a,http://ufcstats.com/fighter-details/37d5b176d438d2a5
Aleksei Oleinik,Junior Albini,0,0,10,10,0,1,1,0,Heavyweight,SUB,Ezekiel Choke,1,1:45,False,True,False,False,False,http://ufcstats.com/fight-details/3dcb1a7b081afbe1,http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fighter-details/98c23cb6da5b3352,http://ufcstats.com/fighter-details/c482c8605455a213
Davi Ramos,Nick Hein,0,0,1,6,1,0,1,0,Lightweight,SUB,Rear Naked Choke,1,4:15,False,False,False,False,False,http://ufcstats.com/fight-details/5ea39e0fc3b64e83,http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fighter-details/0052de90691d4a93,http://ufcstats.com/fighter-details/2816ced060a21be3
Elizeu Zaleski dos Santos,Sean Strickland,1,0,14,15,0,0,0,0,Welterweight,KO/TKO,Kick,1,3:40,False,False,False,False,False,http://ufcstats.com/fight-details/6b325792b8fb1f46,http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fighter-details/8adcbd525fab8d9b,http://ufcstats.com/fighter-details/0d8011111be000b2
Warlley Alves,Sultan Aliev,0,0,12,29,0,1,0,0,Welterweight,KO/TKO,,2,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/25da6035f591c245,http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,http://ufcstats.com/fighter-details/e70de1859b7ee78e
Jack Hermansson,Thales Leites,0,0,11,35,3,3,1,3,Middleweight,KO/TKO,Punches,3,2:10,False,False,False,False,False,http://ufcstats.com/fight-details/014f7dc96c90c199,http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fighter-details/0a1942069c9ad6b6,http://ufcstats.com/fighter-details/cfb65863d5099327
Ramazan Emeev,Alberto Mina,0,0,12,39,3,1,0,0,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/53d6a7634c7fc036,http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fighter-details/abd5fb12437eda21,http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11
Markus Perez,James Bochnovic,0,0,3,4,1,0,2,0,Middleweight,SUB,Rear Naked Choke,1,4:28,False,False,False,False,False,http://ufcstats.com/fight-details/5f1a828f8d4c3b01,http://ufcstats.com/event-details/67ec58d7cf599835,http://ufcstats.com/fighter-details/2ac4628c08ec5125,http://ufcstats.com/fighter-details/984d15d5dc7bfcf9
Kevin Lee,Edson Barboza,0,0,51,142,4,0,0,0,Lightweight,KO/TKO,,5,2:18,False,False,False,False,False,http://ufcstats.com/fight-details/dbb0ca0198ac514a,http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,http://ufcstats.com/fighter-details/64a50dad704d1d49
Frankie Edgar,Cub Swanson,0,0,48,58,0,0,0,0,Featherweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/6d8ce1abde550bc6,http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fighter-details/f2688492b9a525a3,http://ufcstats.com/fighter-details/d247691a6c0e9034
Justin Willis,Chase Sherman,1,0,69,76,1,0,0,0,Heavyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/bef2a2e68fb4dfa8,http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fighter-details/ce1e867808ef5fce,http://ufcstats.com/fighter-details/01b352b6a9074d5c
David Branch,Thiago Santos,1,0,14,5,0,0,0,0,Middleweight,KO/TKO,Punch,1,2:30,False,True,False,False,False,http://ufcstats.com/fight-details/62aab95c866a9c5b,http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fighter-details/d2c55d1d2e67773b,http://ufcstats.com/fighter-details/dea070ed4a2a8281
Aljamain Sterling,Brett Johns,0,0,27,89,3,1,0,0,Bantamweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/6dd0874dec826397,http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fighter-details/cb696ebfb6598724,http://ufcstats.com/fighter-details/ec52462a1b41f714
Dan Hooker,Jim Miller,1,0,10,24,0,1,0,0,Lightweight,KO/TKO,Knee,1,3:00,False,False,False,False,False,http://ufcstats.com/fight-details/0f88658e787815c8,http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fighter-details/193b9d1858bc4df3,http://ufcstats.com/fighter-details/d1941565abf50b16
Ryan LaFlare,Alex Garcia,0,0,11,24,1,5,0,0,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/ef86720364837f68,http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fighter-details/4c7781da8c6cae93,http://ufcstats.com/fighter-details/a2b12c3f3d60ff69
Ricky Simon,Merab Dvalishvili,0,1,61,34,2,6,1,0,Bantamweight,KO/TKO,,3,5:00,True,False,False,False,False,http://ufcstats.com/fight-details/a017d5806eaa6018,http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fighter-details/5987b2458f4b5290,http://ufcstats.com/fighter-details/c03520b5c88ed6b4
Siyar Bahadurzada,Luan Chagas,1,0,11,33,1,0,0,0,Welterweight,KO/TKO,Kick,2,2:40,False,True,False,False,False,http://ufcstats.com/fight-details/dbed6292db8b0212,http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fighter-details/aec185309b4843d0,http://ufcstats.com/fighter-details/9ccf8371fd80d45d
Corey Anderson,Patrick Cummins,0,0,31,64,12,0,0,0,Light Heavyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/a22add1024153ddb,http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fighter-details/5e4eec08896c9423,http://ufcstats.com/fighter-details/e51e5cb722bd47a8
Anthony Rocco Martin,Keita Nakamura,0,0,24,56,0,2,2,0,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/d2b5ce5548b71668,http://ufcstats.com/event-details/ad99fa5325519169,http://ufcstats.com/fighter-details/5331b25a60417ffb,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531
Dustin Poirier,Justin Gaethje,0,0,115,174,0,0,0,0,Lightweight,KO/TKO,Punch,4,0:33,True,False,False,False,False,http://ufcstats.com/fight-details/bfae2fb50efbdb0f,http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fighter-details/029eaff01e6bb8f0,http://ufcstats.com/fighter-details/9e8f6c728eb01124
Alex Oliveira,Carlos Condit,0,0,12,9,3,1,1,1,Welterweight,SUB,Guillotine Choke,2,3:17,False,True,False,False,False,http://ufcstats.com/fight-details/e18a8b333529cc09,http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,http://ufcstats.com/fighter-details/f9f07bb5a43535ed
Israel Adesanya,Marvin Vettori,0,0,46,57,0,2,0,0,Middleweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/b8b9a8e504d51ba5,http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,http://ufcstats.com/fighter-details/7acbb0972e75281a
Michelle Waterson-Gomez,Cortney Casey,0,0,36,61,3,0,0,3,Women's Strawweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/57d05d28e3fbee4f,http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fighter-details/eb04b9d31e938edb,http://ufcstats.com/fighter-details/5f179af5fffeb9f6
Antonio Carlos Junior,Tim Boetsch,0,0,7,31,1,0,1,0,Middleweight,SUB,Rear Naked Choke,1,4:28,False,False,False,False,False,http://ufcstats.com/fight-details/5164f1c4103616fd,http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fighter-details/52e76bb4b3e852f3,http://ufcstats.com/fighter-details/c80095f6092271a7
Muslim Salikhov,Ricky Rainey,1,0,19,25,0,0,0,0,Welterweight,KO/TKO,Punch,2,4:12,False,False,False,False,False,http://ufcstats.com/fight-details/17c53d93d549cb03,http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fighter-details/447f9858ae78f921,http://ufcstats.com/fighter-details/9b1e3fb4f8cbd5b7
John Moraga,Wilson Reis,0,0,12,46,0,8,1,0,Flyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/15aee8ad5d9e9d58,http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fighter-details/92437c6775b3f7d1,http://ufcstats.com/fighter-details/5aedf14771ca82d2
Brad Tavares,Krzysztof Jotko,1,0,24,46,0,0,0,0,Middleweight,KO/TKO,Punch,3,2:16,False,False,False,False,False,http://ufcstats.com/fight-details/01c9acf719298187,http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,http://ufcstats.com/fighter-details/4e06913c91da5200
Gilbert Burns,Dan Moret,1,0,20,31,2,0,0,0,Lightweight,KO/TKO,Punch,2,0:59,False,False,False,False,False,http://ufcstats.com/fight-details/59363451049c929d,http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fighter-details/23024fdfc966410a,http://ufcstats.com/fighter-details/66e98b3bb5fc5250
Lauren Mueller,Shana Dobson,0,0,68,58,2,1,0,0,Women's Flyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/85060e6e71ed14e4,http://ufcstats.com/event-details/620be7e0712d431b,http://ufcstats.com/fighter-details/f923e012414c883e,http://ufcstats.com/fighter-details/122ac9b816d8b71c
